# Combined PARSEC isochrone (>= 0.55 Msun), Henry & McCarthy 1993, AJ, 106, 773's relation (0.09 Msun <= M <= 0.48 Msun), and Baraffe et al. 2003, A&A, 402, 701's isochrone (M <= 0.08 Msun)
# References for the PARSEC isochrone : 
# Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
#       Mini     MPD      Rad    MV_j    MI_c   MJ_2M   MH_2M   MK_2M
1.5825923681  1.5360  159.682  -0.362  -3.773  -5.746  -6.585  -6.915
1.5825930834  1.5360  163.816  -0.283  -3.765  -5.789  -6.631  -6.965
1.5825937986  1.5360  163.665  -0.370  -3.807  -5.796  -6.635  -6.967
# 1.5825937986  1.5350  121.382  -0.922  -3.674  -5.271  -6.091  -6.385
1.5825939178  1.5350   94.614  -1.189  -3.452  -4.849  -5.640  -5.904
1.5825940371  1.5350   66.154  -1.261  -3.036  -4.247  -4.984  -5.211
1.5825942755  1.5350   67.043  -1.265  -3.051  -4.268  -5.007  -5.235
1.5825945139  1.5350   79.425  -1.264  -3.256  -4.552  -5.319  -5.565
1.5825948715  1.5350  102.862  -1.118  -3.534  -4.989  -5.791  -6.066
1.5825953484  1.5340  129.287  -0.795  -3.704  -5.380  -6.205  -6.507
1.5825958252  1.5340  150.022  -0.480  -3.751  -5.636  -6.472  -6.794
1.5825964212  1.5330  161.382  -0.291  -3.752  -5.761  -6.602  -6.935
1.5825971365  1.5330  165.636  -0.199  -3.735  -5.804  -6.647  -6.984
1.5825978518  1.5320  164.951  -0.337  -3.801  -5.809  -6.649  -6.982
# 1.5825978518  1.5320  122.986  -0.861  -3.667  -5.291  -6.113  -6.409
1.5825979710  1.5320   96.019  -1.150  -3.456  -4.868  -5.662  -5.930
1.5825980902  1.5320   67.136  -1.248  -3.045  -4.266  -5.007  -5.236
1.5825982094  1.5310   67.960  -1.246  -3.060  -4.286  -5.031  -5.261
1.5825985670  1.5310   80.604  -1.234  -3.262  -4.571  -5.341  -5.589
1.5825988054  1.5310  104.269  -1.072  -3.533  -5.006  -5.812  -6.089
1.5825991631  1.5300  130.995  -0.730  -3.694  -5.397  -6.224  -6.529
1.5825996399  1.5290  151.899  -0.399  -3.729  -5.652  -6.490  -6.815
1.5826002359  1.5290  163.401  -0.189  -3.714  -5.776  -6.619  -6.955
1.5826007128  1.5280  167.786  -0.094  -3.695  -5.819  -6.665  -7.005
1.5826014280  1.5270  166.171  -0.308  -3.794  -5.820  -6.661  -6.996
1.5826015472  1.5270  125.042  -0.781  -3.653  -5.312  -6.136  -6.436
1.5826020241  1.5260   97.781  -1.095  -3.458  -4.892  -5.691  -5.961
1.5826028585  1.5260   68.621  -1.218  -3.058  -4.296  -5.043  -5.276
1.5826040506  1.5260   69.913  -1.216  -3.079  -4.325  -5.076  -5.310
1.5826057196  1.5250   83.398  -1.185  -3.285  -4.621  -5.398  -5.651
1.5826077461  1.5240  108.631  -0.967  -3.545  -5.070  -5.882  -6.165
1.5826102495  1.5230  137.770  -0.562  -3.685  -5.475  -6.309  -6.622
1.5826131105  1.5220  161.456  -0.134  -3.672  -5.748  -6.592  -6.929
1.5826164484  1.5210  176.058   0.168  -3.617  -5.894  -6.743  -7.093
1.5826202631  1.5190  183.466   0.309  -3.586  -5.963  -6.815  -7.171
1.5826245546  1.5170  183.973   0.107  -3.699  -5.988  -6.836  -7.188
1.5826246738  1.5170  141.012  -0.430  -3.651  -5.508  -6.344  -6.662
1.5826252699  1.5170  110.346  -0.884  -3.532  -5.086  -5.902  -6.189
1.5826261044  1.5170   77.331  -1.164  -3.180  -4.485  -5.254  -5.501
1.5826274157  1.5160   78.624  -1.157  -3.198  -4.512  -5.285  -5.533
1.5826292038  1.5150   93.337  -1.061  -3.383  -4.802  -5.599  -5.866
1.5826314688  1.5140  120.992  -0.734  -3.591  -5.243  -6.068  -6.366
1.5826342106  1.5130  152.214  -0.228  -3.651  -5.638  -6.479  -6.809
1.5826374292  1.5120  177.360   0.270  -3.571  -5.898  -6.749  -7.102
1.5826411247  1.5100  191.891   0.490  -3.530  -6.033  -6.889  -7.252
1.5826452971  1.5080  198.726   0.602  -3.503  -6.093  -6.950  -7.319
1.5826500654  1.5060  198.223   0.386  -3.623  -6.108  -6.963  -7.326
1.5826501846  1.5060  153.977  -0.178  -3.641  -5.656  -6.499  -6.831
1.5826507807  1.5060  120.658  -0.733  -3.586  -5.237  -6.062  -6.360
1.5826517344  1.5050   84.364  -1.136  -3.280  -4.632  -5.414  -5.670
1.5826532841  1.5040   85.715  -1.130  -3.298  -4.658  -5.443  -5.701
1.5826551914  1.5030  101.474  -0.983  -3.462  -4.943  -5.750  -6.027
1.5826575756  1.5020  130.664  -0.574  -3.625  -5.374  -6.206  -6.515
1.5826605558  1.5000  163.476   0.045  -3.596  -5.757  -6.604  -6.945
1.5826641321  1.4990  189.520   0.496  -3.514  -6.007  -6.863  -7.225
1.5826680660  1.4970  204.388   0.725  -3.457  -6.135  -6.995  -7.369
1.5826727152  1.4940  210.987   0.807  -3.434  -6.187  -7.050  -7.428
1.5826778412  1.4920  209.969   0.631  -3.543  -6.199  -7.058  -7.432
1.5826779604  1.4910  165.980   0.111  -3.579  -5.781  -6.629  -6.973
1.5826785564  1.4910  130.093  -0.576  -3.621  -5.366  -6.198  -6.507
1.5826796293  1.4900   91.003  -1.091  -3.361  -4.760  -5.552  -5.817
1.5826811790  1.4900   92.460  -1.076  -3.376  -4.787  -5.582  -5.848
1.5826832056  1.4880  109.208  -0.884  -3.519  -5.067  -5.883  -6.169
1.5826858282  1.4870  139.976  -0.389  -3.625  -5.491  -6.327  -6.646
1.5826889277  1.4850  174.524   0.304  -3.537  -5.863  -6.714  -7.067
1.5826926231  1.4830  201.537   0.733  -3.440  -6.107  -6.968  -7.340
1.5826969147  1.4800  217.198   0.926  -3.384  -6.232  -7.097  -7.480
1.5827018023  1.4770  224.313   1.016  -3.356  -6.285  -7.153  -7.541
1.5827071667  1.4740  223.901   0.854  -3.459  -6.299  -7.163  -7.547
1.5827072859  1.4740  180.491   0.420  -3.507  -5.919  -6.773  -7.131
1.5827078819  1.4730  141.826  -0.342  -3.619  -5.511  -6.348  -6.670
1.5827089548  1.4730   98.936  -1.020  -3.444  -4.900  -5.704  -5.979
1.5827103853  1.4720  100.521  -1.000  -3.457  -4.927  -5.733  -6.009
1.5827122927  1.4700  118.319  -0.746  -3.568  -5.202  -6.026  -6.322
1.5827147961  1.4680  150.645  -0.169  -3.612  -5.612  -6.454  -6.785
1.5827177763  1.4660  186.275   0.534  -3.475  -5.970  -6.826  -7.188
1.5827213526  1.4630  214.267   0.936  -3.367  -6.204  -7.069  -7.452
1.5827254057  1.4600  230.173   1.091  -3.321  -6.323  -7.193  -7.584
1.5827300549  1.4570  237.222   1.120  -3.313  -6.372  -7.243  -7.639
1.5827353001  1.4530  236.567   1.038  -3.383  -6.384  -7.252  -7.646
1.5827354193  1.4530  194.605   0.695  -3.430  -6.042  -6.901  -7.271
1.5827360153  1.4520  153.128  -0.101  -3.596  -5.638  -6.482  -6.816
1.5827370882  1.4510  106.698  -0.925  -3.504  -5.029  -5.841  -6.124
1.5827385187  1.4500  108.406  -0.900  -3.515  -5.055  -5.869  -6.155
1.5827405453  1.4480  127.103  -0.597  -3.600  -5.324  -6.154  -6.461
1.5827430487  1.4460  160.826   0.093  -3.554  -5.721  -6.567  -6.909
1.5827461481  1.4430  197.859   0.768  -3.401  -6.066  -6.927  -7.299
1.5827497244  1.4390  226.597   1.107  -3.300  -6.291  -7.161  -7.552
1.5827538967  1.4350  242.859   1.172  -3.282  -6.405  -7.277  -7.677
1.5827586651  1.4310  250.009   1.202  -3.272  -6.451  -7.326  -7.730
1.5827639103  1.4260  249.491   1.136  -3.330  -6.463  -7.336  -7.738
1.5827640295  1.4260  209.679   0.941  -3.345  -6.160  -7.025  -7.406
1.5827646255  1.4250  165.027   0.201  -3.529  -5.763  -6.611  -6.958
1.5827655792  1.4240  114.883  -0.819  -3.561  -5.153  -5.973  -6.266
1.5827668905  1.4220  116.723  -0.783  -3.566  -5.179  -6.001  -6.296
1.5827687979  1.4200  136.444  -0.415  -3.607  -5.443  -6.278  -6.595
1.5827710629  1.4170  171.575   0.361  -3.490  -5.825  -6.677  -7.030
1.5827739239  1.4130  209.776   0.977  -3.323  -6.157  -7.023  -7.405
1.5827772617  1.4090  239.417   1.197  -3.255  -6.374  -7.246  -7.646
1.5827810764  1.4040  256.009   1.261  -3.237  -6.482  -7.358  -7.767
1.5827853680  1.3990  263.363   1.284  -3.232  -6.526  -7.403  -7.816
1.5827902555  1.3920  263.060   1.234  -3.277  -6.538  -7.414  -7.825
1.5827903748  1.3920  225.764   1.163  -3.253  -6.274  -7.144  -7.537
1.5827908516  1.3910  177.850   0.511  -3.443  -5.881  -6.736  -7.095
1.5827918053  1.3900  123.610  -0.639  -3.582  -5.274  -6.101  -6.405
1.5827931166  1.3870  125.706  -0.596  -3.585  -5.301  -6.130  -6.436
1.5827949047  1.3840  146.742  -0.155  -3.575  -5.559  -6.400  -6.730
1.5827971697  1.3800  183.550   0.661  -3.391  -5.929  -6.786  -7.151
1.5827997923  1.3750  223.591   1.196  -3.221  -6.250  -7.121  -7.514
1.5828030109  1.3700  254.364   1.320  -3.184  -6.458  -7.335  -7.745
1.5828067064  1.3630  272.179   1.375  -3.171  -6.562  -7.442  -7.861
1.5828108788  1.3560  280.192   1.406  -3.161  -6.605  -7.486  -7.910
1.5828155279  1.3470  277.431   1.324  -3.231  -6.611  -7.491  -7.911
1.5828156471  1.3470  245.841   1.339  -3.151  -6.393  -7.269  -7.676
1.5828161240  1.3460  193.756   0.948  -3.272  -6.006  -6.869  -7.245
1.5828169584  1.3440  134.263  -0.318  -3.544  -5.402  -6.238  -6.557
1.5828182697  1.3410  136.538  -0.258  -3.537  -5.429  -6.266  -6.588
1.5828198195  1.3360  159.241   0.319  -3.430  -5.680  -6.529  -6.877
1.5828219652  1.3310  198.132   1.062  -3.220  -6.036  -6.902  -7.283
1.5828244686  1.3250  240.356   1.368  -3.115  -6.346  -7.223  -7.629
1.5828274488  1.3170  272.493   1.460  -3.102  -6.544  -7.425  -7.847
1.5828309059  1.3090  291.042   1.519  -3.093  -6.641  -7.526  -7.958
1.5828347206  1.2990  299.885   1.565  -3.078  -6.681  -7.568  -8.007
1.5828391314  1.2880  293.802   1.444  -3.170  -6.681  -7.566  -8.000
1.5828392506  1.2870  268.321   1.498  -3.063  -6.508  -7.389  -7.810
1.5828397274  1.2860  211.814   1.317  -3.095  -6.130  -7.001  -7.394
1.5828404427  1.2830  146.270   0.138  -3.427  -5.527  -6.373  -6.710
1.5828416348  1.2780  148.955   0.231  -3.400  -5.555  -6.402  -6.743
1.5828431845  1.2720  173.442   0.819  -3.246  -5.801  -6.659  -7.024
1.5828450918  1.2650  215.206   1.383  -3.049  -6.146  -7.019  -7.416
1.5828474760  1.2560  259.929   1.544  -3.009  -6.443  -7.323  -7.743
1.5828502178  1.2450  294.683   1.658  -2.999  -6.628  -7.514  -7.953
1.5828534365  1.2330  314.597   1.757  -2.985  -6.716  -7.604  -8.056
1.5828570127  1.2190  324.381   1.830  -2.967  -6.750  -7.641  -8.099
1.5828610659  1.2040  312.504   1.636  -3.075  -6.741  -7.634  -8.087
1.5828611851  1.2030  296.521   1.746  -2.945  -6.619  -7.504  -7.946
1.5828615427  1.2010  234.075   1.577  -2.931  -6.254  -7.133  -7.544
1.5828623772  1.1960  161.011   0.806  -3.180  -5.655  -6.512  -6.872
1.5828634501  1.1880  163.853   0.894  -3.149  -5.682  -6.540  -6.903
1.5828648806  1.1790  190.922   1.416  -2.962  -5.922  -6.792  -7.180
1.5828666687  1.1670  236.350   1.642  -2.883  -6.256  -7.136  -7.550
1.5828688145  1.1520  284.941   1.799  -2.877  -6.536  -7.420  -7.859
1.5828714371  1.1360  322.148   1.985  -2.866  -6.699  -7.589  -8.051
1.5828744173  1.1160  344.156   2.149  -2.833  -6.768  -7.666  -8.146
1.5828777552  1.0950  355.104   2.266  -2.800  -6.792  -7.695  -8.188
1.5828815699  1.0720  332.089   1.941  -2.940  -6.769  -7.679  -8.166
1.5828816891  1.0700  330.488   2.144  -2.796  -6.704  -7.595  -8.067
1.5828820467  1.0630  260.169   1.840  -2.780  -6.371  -7.254  -7.685
1.5828827620  1.0520  176.626   1.420  -2.900  -5.772  -6.641  -7.024
1.5828837156  1.0350  179.496   1.484  -2.875  -5.798  -6.667  -7.054
1.5828851461  1.0130  209.341   1.713  -2.777  -6.034  -6.912  -7.320
1.5828868151  0.9850  259.869   1.916  -2.733  -6.358  -7.241  -7.677
1.5828888416  0.9530  313.874   2.221  -2.706  -6.604  -7.496  -7.968
1.5828912258  0.9170  354.940   2.670  -2.584  -6.691  -7.618  -8.148
1.5828940868  0.8760  375.366   3.555  -2.179  -6.535  -7.569  -8.219
1.5828971863  0.8330  379.713   4.116  -1.892  -6.389  -7.503  -8.235
1.5829007626  0.7870  303.428   2.832  -2.545  -6.364  -7.438  -8.116
1.5829116106  0.5980    0.000  30.026  30.022  30.027  30.067  30.059
